cnpj;vl_fatu;vl_sldo;dt_abrt;ds_cnae;dt_refe
CNPJ_04008;92848;5332;2022-03-24;Telecomunicações sem fio;2025-05-31
CNPJ_04009;56656;-1069;2023-04-06;Atividades de bancos múltiplos;2025-05-31
CNPJ_04010;411283;-13418;2016-09-03;Padaria e confeitaria;2025-05-31
CNPJ_04011;67903;-3920;2022-06-05;Obras de infraestrutura elétrica;2025-05-31
CNPJ_04012;1099249;50002;2021-05-13;Fabricação de caminhões e ônibus;2025-05-31
CNPJ_04013;79270;-5934;2020-05-12;Comércio atacadista de bebidas;2025-05-31
CNPJ_04014;1157426;65403;2021-05-21;Correios e entregas expressas;2025-05-31
CNPJ_04015;122170;1494;2022-09-14;Fabricação de caminhões e ônibus;2025-05-31
CNPJ_04016;79722;4290;2019-04-26;Construção de rodovias;2025-05-31
CNPJ_04017;28596307;-2181936;2013-02-20;Saneamento básico;2025-05-31
CNPJ_04018;93164574;-3587660;2010-05-12;Extração de petróleo e gás natural;2025-05-31
CNPJ_04019;5031115;70283;2018-06-13;Padaria e confeitaria;2025-05-31
CNPJ_04020;125000;-10259;2021-09-12;Atividades hospitalares;2025-05-31
CNPJ_04021;1967265;-10799;2018-03-15;Consultoria empresarial;2025-05-31
CNPJ_04022;1024616;63723;2017-06-08;Engenharia civil;2025-05-31
CNPJ_04023;5061536;194326;2018-01-18;Comércio varejista de combustíveis;2025-05-31
CNPJ_04024;99280;6752;2023-07-29;Montagem industrial;2025-05-31
CNPJ_04025;65023;1104;2023-04-05;Cultivo de trigo;2025-05-31
CNPJ_04026;169684200;-4449011;1999-02-26;Transporte ferroviário de carga;2025-05-31
CNPJ_04027;22531611;120006;2007-07-29;Engenharia civil;2025-05-31
CNPJ_04028;130874;-10541;2022-12-21;Administração pública;2025-05-31
CNPJ_04029;953828;-40737;2016-05-21;Defesa nacional;2025-05-31
CNPJ_04030;78022860;2087704;2007-10-09;Cultivo de soja;2025-05-31
CNPJ_04031;2435788;159101;2014-04-30;Fabricação de caminhões e ônibus;2025-05-31
CNPJ_04032;222447;16805;2022-01-25;Transporte rodoviário de carga;2025-05-31
CNPJ_04033;302992;-28822;2019-03-27;Extração de petróleo e gás natural;2025-05-31
CNPJ_04034;2379369;-172391;2015-10-30;Obras de infraestrutura elétrica;2025-05-31
CNPJ_04035;1939110;-53632;2016-01-16;Comércio varejista de alimentos;2025-05-31
CNPJ_04036;164896;7928;2021-07-09;Transporte ferroviário de carga;2025-05-31
CNPJ_04037;281412;-20827;2022-09-26;Comércio atacadista de calçados;2025-05-31
CNPJ_04038;779865;39611;2019-05-28;Planos de saúde;2025-05-31
CNPJ_04039;174469;3250;2022-08-07;Cultivo de arroz;2025-05-31
CNPJ_04040;326656;16432;2021-09-29;Correios e entregas expressas;2025-05-31
CNPJ_04041;11809730;-556871;2010-01-30;Montagem industrial;2025-05-31
CNPJ_04042;7508332;-44369;2005-01-14;Telecomunicações sem fio;2025-05-31
CNPJ_04043;102783;-7852;2021-08-17;Cultivo de arroz;2025-05-31
CNPJ_04044;26604851;1880616;2006-07-30;Cultivo de soja;2025-05-31
CNPJ_04045;1113646;24257;2021-08-02;Comércio atacadista de bebidas;2025-05-31
CNPJ_04046;2554266;-189622;2020-01-09;Cultivo de trigo;2025-05-31
CNPJ_04047;178469;7202;2020-12-28;Produção cinematográfica;2025-05-31
CNPJ_04048;1832228;-175314;2022-08-11;Fabricação de produtos químicos;2025-05-31
CNPJ_04049;128795;-10412;2019-03-07;Atividades hospitalares;2025-05-31
CNPJ_04050;2595425;203664;2022-04-20;Cultivo de milho;2025-05-31
CNPJ_04051;29339271;1834755;2012-08-23;Defesa nacional;2025-05-31
CNPJ_04052;2768137;114964;2015-01-24;Correios e entregas expressas;2025-05-31
CNPJ_04053;189462;-62;2019-06-07;Padaria e confeitaria;2025-05-31
CNPJ_04054;2985548;111840;2019-11-20;Construção de rodovias;2025-05-31
CNPJ_04055;100976;7845;2023-01-26;Restaurantes e similares;2025-05-31
CNPJ_04056;26696349;-834215;2017-04-21;Comércio atacadista de calçados;2025-05-31
CNPJ_04057;2954532;-219607;2014-07-17;Comércio atacadista de alimentos;2025-05-31
CNPJ_04058;191637159;8347249;2005-05-08;Correios e entregas expressas;2025-05-31
CNPJ_04059;1185798;-22855;2016-10-15;Armazenamento geral;2025-05-31
CNPJ_04060;179928427;9481552;2001-09-24;Comércio varejista de combustíveis;2025-05-31
CNPJ_04061;2404784;-3656;2022-11-14;Consultoria empresarial;2025-05-31
CNPJ_04062;1520303;-112114;2016-12-27;Saneamento básico;2025-05-31
CNPJ_04063;10232750;752157;2013-03-20;Televisão por assinatura;2025-05-31
CNPJ_04064;381887;-7070;2017-08-05;Educação superior;2025-05-31
CNPJ_04065;703143;58820;2022-05-06;Seguros de vida;2025-05-31
CNPJ_04066;1721723;-89816;2020-06-24;Hotéis e pousadas;2025-05-31
CNPJ_04067;8505655;711733;2007-08-04;Saneamento básico;2025-05-31
CNPJ_04068;2374394;7153;2018-11-29;Fabricação de automóveis;2025-05-31
CNPJ_04069;11028273;60770;2002-02-23;Comércio atacadista de alimentos;2025-05-31
CNPJ_04070;1211413;-117925;2015-09-14;Televisão aberta;2025-05-31
CNPJ_04071;97226;3867;2023-06-22;Fabricação de produtos químicos;2025-05-31
CNPJ_04072;992187;-50010;2022-10-20;Planos de saúde;2025-05-31
CNPJ_04073;1468151;-128770;2020-12-25;Comércio varejista de alimentos;2025-05-31
CNPJ_04074;1277882;47707;2019-12-18;Seguros de vida;2025-05-31
CNPJ_04075;2841501;122307;2014-07-15;Atividades hospitalares;2025-05-31
CNPJ_04076;126451;5824;2022-09-12;Hotéis e pousadas;2025-05-31
CNPJ_04077;181521;-2165;2023-04-13;Planos de saúde;2025-05-31
CNPJ_04078;964176;-59001;2019-05-12;Fabricação de móveis;2025-05-31
CNPJ_04079;184836;2095;2023-01-05;Produção cinematográfica;2025-05-31
CNPJ_04080;84619;4574;2019-09-01;Montagem industrial;2025-05-31
CNPJ_04081;166501268;6251385;2011-10-17;Comércio atacadista de alimentos;2025-05-31
CNPJ_04082;1366469;33274;2018-06-23;Fabricação de caminhões e ônibus;2025-05-31
CNPJ_04083;1452391;-140399;2017-02-01;Produção cinematográfica;2025-05-31
CNPJ_04084;441382;55960;2014-10-21;Geração de energia elétrica;2025-05-31
CNPJ_04085;1621590;-24019;2017-04-14;Extração de petróleo e gás natural;2025-05-31
CNPJ_04086;77641;-6522;2022-04-12;Obras de infraestrutura elétrica;2025-05-31
CNPJ_04087;210438;19774;2022-02-23;Comércio varejista de combustíveis;2025-05-31
CNPJ_04088;26785870;-100668;2016-01-07;Televisão por assinatura;2025-05-31
CNPJ_04089;98322;10057;2021-03-17;Televisão por assinatura;2025-05-31
CNPJ_04090;1504945;1441;2018-06-21;Construção de barragens;2025-05-31
CNPJ_04091;279614;-26130;2023-10-28;Cultivo de milho;2025-05-31
CNPJ_04092;30161183;-1346201;2003-01-08;Produção cinematográfica;2025-05-31
CNPJ_04093;2050106;99331;2018-02-09;Distribuição de energia elétrica;2025-05-31
CNPJ_04094;13350747;1113185;2015-03-13;Correios e entregas expressas;2025-05-31
CNPJ_04095;128947420;4178125;1995-01-06;Consultoria empresarial;2025-05-31
CNPJ_04096;195216093;10914159;1995-03-04;Televisão por assinatura;2025-05-31
CNPJ_04097;6818945;157338;2002-03-18;Engenharia civil;2025-05-31
CNPJ_04098;2618420;151017;2021-06-24;Extração de petróleo e gás natural;2025-05-31
CNPJ_04099;2600196;47463;2015-04-23;Distribuição de energia elétrica;2025-05-31
CNPJ_04100;106812108;2176579;2005-05-20;Administração pública;2025-05-31
CNPJ_04101;3061738;245302;2012-01-11;Atividades hospitalares;2025-05-31
CNPJ_04102;235517;10658;2022-12-03;Comércio atacadista de tecidos;2025-05-31
CNPJ_04103;1870967;261761;2019-04-05;Hotéis e pousadas;2025-05-31
CNPJ_04104;1569137;8235;2014-12-07;Transporte ferroviário de carga;2025-05-31
CNPJ_04105;72336663;2121847;2008-02-28;Cultivo de arroz;2025-05-31
CNPJ_04106;1978921;-178482;2016-03-26;Fabricação de móveis;2025-05-31
CNPJ_04107;28456559;1257997;1999-08-01;Obras de infraestrutura elétrica;2025-05-31
CNPJ_04108;125696;-6799;2019-06-21;Televisão por assinatura;2025-05-31
CNPJ_04109;48744185;-6084390;2012-02-24;Distribuição de energia elétrica;2025-05-31
CNPJ_04110;929443;-78068;2018-11-28;Geração de energia elétrica;2025-05-31
CNPJ_04111;2129712;-229534;2020-01-13;Armazenamento geral;2025-05-31
CNPJ_04112;2775784;-157061;2016-03-04;Administração pública;2025-05-31
CNPJ_04113;299276;-26565;2023-01-14;Fabricação de automóveis;2025-05-31
CNPJ_04114;55511985;2019368;2010-06-25;Extração de petróleo e gás natural;2025-05-31
CNPJ_04115;99279;250;2020-11-21;Cultivo de milho;2025-05-31
CNPJ_04116;2180392;-165640;2020-07-06;Extração de minério de ferro;2025-05-31
CNPJ_04117;2176190;-36127;2020-12-29;Comércio atacadista de bebidas;2025-05-31
CNPJ_04118;610651;-11391;2020-03-01;Consultoria empresarial;2025-05-31
CNPJ_04119;254926;-24621;2019-06-26;Consultoria empresarial;2025-05-31
CNPJ_04120;1135046;22179;2022-05-22;Comércio varejista de alimentos;2025-05-31
CNPJ_04121;871585;75081;2022-06-25;Cultivo de milho;2025-05-31
CNPJ_04122;298121;10068;2021-12-28;Comércio atacadista de calçados;2025-05-31
CNPJ_04123;2961287;-281643;2015-05-14;Fabricação de caminhões e ônibus;2025-05-31
CNPJ_04124;564924;13431;2021-06-30;Geração de energia elétrica;2025-05-31
CNPJ_04125;266000;3247;2021-12-15;Cultivo de soja;2025-05-31
CNPJ_04126;553409;46266;2022-03-31;Engenharia civil;2025-05-31
CNPJ_04127;116096474;11251298;2001-04-29;Defesa nacional;2025-05-31
CNPJ_04128;7534201;-312535;2009-06-14;Fabricação de automóveis;2025-05-31
CNPJ_04129;1515363;63611;2016-03-04;Comércio atacadista de calçados;2025-05-31
CNPJ_04130;1645021;20404;2021-05-06;Consultoria empresarial;2025-05-31
CNPJ_04131;12464162;362060;2001-06-08;Hotéis e pousadas;2025-05-31
CNPJ_04132;208785;-1438;2021-12-13;Cultivo de trigo;2025-05-31
CNPJ_04133;995501;63555;2014-08-14;Produção cinematográfica;2025-05-31
CNPJ_04134;20314798;-1671184;2011-01-18;Fabricação de móveis;2025-05-31
CNPJ_04135;128287914;-9665120;2000-10-23;Distribuição de energia elétrica;2025-05-31
CNPJ_04136;113436337;-1283572;2004-07-15;Televisão por assinatura;2025-05-31
CNPJ_04137;29756308;1026201;2010-01-07;Construção de barragens;2025-05-31
CNPJ_04138;193830;15197;2019-09-24;Comércio atacadista de medicamentos;2025-05-31
CNPJ_04139;296026;-10703;2021-12-09;Extração de petróleo e gás natural;2025-05-31
CNPJ_04140;2362611;5122;2014-02-17;Geração de energia elétrica;2025-05-31
CNPJ_04141;238936;-13221;2023-04-22;Cultivo de milho;2025-05-31
CNPJ_04142;162748;-12079;2020-09-10;Armazenamento geral;2025-05-31
CNPJ_04143;12773493;-1023611;2003-02-17;Educação superior;2025-05-31
CNPJ_04144;1280369;-4847;2018-06-07;Hotéis e pousadas;2025-05-31
CNPJ_04145;32702123;1904731;1995-01-31;Telecomunicações sem fio;2025-05-31
CNPJ_04146;725085;51587;2020-02-04;Padaria e confeitaria;2025-05-31
CNPJ_04147;4719541;-317605;2006-04-01;Saneamento básico;2025-05-31
CNPJ_04148;1513002;-36460;2016-05-19;Geração de energia elétrica;2025-05-31
CNPJ_04149;880503;41437;2022-02-12;Construção de rodovias;2025-05-31
CNPJ_04150;297947;18670;2020-01-09;Planos de saúde;2025-05-31
CNPJ_04151;2859454;-261628;2021-06-21;Comércio atacadista de alimentos;2025-05-31
CNPJ_04152;6436164;-223390;2012-10-01;Atividades de bancos múltiplos;2025-05-31
CNPJ_04153;223937;5365;2021-12-28;Cultivo de arroz;2025-05-31
CNPJ_04154;1934532;288775;2022-12-02;Comércio atacadista de bebidas;2025-05-31
CNPJ_04155;134970;6777;2020-09-16;Seguros de vida;2025-05-31
CNPJ_04156;167830;-12203;2019-10-23;Engenharia civil;2025-05-31
CNPJ_04157;3649107;-148635;2003-08-09;Seguros de vida;2025-05-31
CNPJ_04158;293369;10563;2020-11-10;Fabricação de móveis;2025-05-31
CNPJ_04159;102399;6640;2023-03-15;Comércio atacadista de tecidos;2025-05-31
CNPJ_04160;144484;8708;2020-04-12;Planos de saúde;2025-05-31
CNPJ_04161;235525;-7836;2021-10-20;Cultivo de trigo;2025-05-31
CNPJ_04162;1272017;-50885;2015-12-27;Comércio atacadista de bebidas;2025-05-31
CNPJ_04163;109809543;356910;1996-08-01;Distribuição de energia elétrica;2025-05-31
CNPJ_04164;12855055;-775647;2014-03-05;Produção de alumínio;2025-05-31
CNPJ_04165;2094139;78293;2021-03-22;Cultivo de milho;2025-05-31
CNPJ_04166;1406994;-43982;2020-10-18;Montagem industrial;2025-05-31
CNPJ_04167;1005010;3926;2014-01-07;Comércio varejista de combustíveis;2025-05-31
CNPJ_04168;293050;-15317;2021-09-06;Produção cinematográfica;2025-05-31
CNPJ_04169;20488602;-546237;2014-04-05;Construção de barragens;2025-05-31
CNPJ_04170;18204843;-1530822;2021-08-31;Telecomunicações sem fio;2025-05-31
CNPJ_04171;71022;-3754;2022-09-30;Transporte ferroviário de carga;2025-05-31
CNPJ_04172;1651359;199767;2019-04-04;Atividades hospitalares;2025-05-31
CNPJ_04173;99465;-184;2020-02-28;Comércio atacadista de tecidos;2025-05-31
CNPJ_04174;128258;-6354;2021-11-26;Construção de rodovias;2025-05-31
CNPJ_04175;2471234;-57208;2018-05-06;Construção de barragens;2025-05-31
CNPJ_04176;6854945;65603;1999-10-09;Montagem industrial;2025-05-31
CNPJ_04177;38499797;-257949;2011-07-28;Transporte rodoviário de carga;2025-05-31
CNPJ_04178;1297039;116606;2021-03-15;Seguros de vida;2025-05-31
CNPJ_04179;424532;6320;2022-03-13;Televisão aberta;2025-05-31
CNPJ_04180;259441;-25866;2022-07-30;Atividades de bancos múltiplos;2025-05-31
CNPJ_04181;2379348;-43256;2021-04-04;Consultoria empresarial;2025-05-31
CNPJ_04182;92301;-7901;2021-06-17;Comércio atacadista de calçados;2025-05-31
CNPJ_04183;926654;-62749;2014-08-14;Televisão por assinatura;2025-05-31
CNPJ_04184;61008;-402;2021-03-20;Produção de alumínio;2025-05-31
CNPJ_04185;2398754;182610;2020-03-21;Fabricação de papel;2025-05-31
CNPJ_04186;969760;103975;2017-05-31;Cultivo de arroz;2025-05-31
CNPJ_04187;88476028;8512871;2015-10-04;Atividades de bancos múltiplos;2025-05-31
CNPJ_04188;82062;1751;2020-03-22;Restaurantes e similares;2025-05-31
CNPJ_04189;96433;563;2021-01-28;Armazenamento geral;2025-05-31
CNPJ_04190;8571955;587601;2003-02-05;Cultivo de arroz;2025-05-31
CNPJ_04191;72526592;-2199844;2011-02-15;Televisão por assinatura;2025-05-31
CNPJ_04192;2526962;-176240;2021-07-31;Padaria e confeitaria;2025-05-31
CNPJ_04193;90141;-3383;2020-01-08;Telecomunicações sem fio;2025-05-31
CNPJ_04194;139260784;7803182;2004-06-23;Engenharia civil;2025-05-31
CNPJ_04195;15014416;-1149057;2002-09-25;Comércio varejista de alimentos;2025-05-31
CNPJ_04196;2831590;-30645;2017-04-12;Extração de petróleo e gás natural;2025-05-31
CNPJ_04197;141501;11847;2022-09-02;Fabricação de automóveis;2025-05-31
CNPJ_04198;613163;18059;2020-10-27;Atividades de bancos múltiplos;2025-05-31
CNPJ_04199;1573641;55564;2021-06-17;Cultivo de milho;2025-05-31
CNPJ_04200;13368526;-1179290;2007-04-12;Produção de ferro-gusa;2025-05-31
CNPJ_04201;19154252;1443933;2021-11-11;Atividades de bancos múltiplos;2025-05-31
CNPJ_04202;19682008;-210090;2001-12-15;Cultivo de arroz;2025-05-31
CNPJ_04203;221354;-13408;2021-07-23;Atividades de bancos múltiplos;2025-05-31
CNPJ_04204;90802416;-1648189;2003-01-13;Cultivo de milho;2025-05-31
CNPJ_04205;2807426;-171091;2021-07-11;Engenharia civil;2025-05-31
CNPJ_04206;1269389;-69616;2018-04-30;Comércio atacadista de bebidas;2025-05-31
CNPJ_04207;170817;13060;2022-06-07;Cultivo de soja;2025-05-31
CNPJ_04208;25512718;-3163809;2022-01-01;Comércio atacadista de calçados;2025-05-31
CNPJ_04209;2374300;12794;2016-07-23;Geração de energia elétrica;2025-05-31
CNPJ_04210;25951245;1275658;2020-02-23;Fabricação de papel;2025-05-31
CNPJ_04211;355943;-22835;2019-03-16;Extração de petróleo e gás natural;2025-05-31
CNPJ_04212;2887674;-129247;2020-11-20;Construção de edifícios;2025-05-31
CNPJ_04213;15720009;-1888754;2014-08-31;Educação superior;2025-05-31
CNPJ_04214;191623957;-24342646;2013-01-31;Obras de infraestrutura elétrica;2025-05-31
CNPJ_04215;204366;19847;2021-06-03;Fabricação de produtos químicos;2025-05-31
CNPJ_04216;1230406;-26888;2018-12-12;Fabricação de automóveis;2025-05-31
CNPJ_04217;2278905;-108814;2014-06-18;Televisão aberta;2025-05-31
CNPJ_04218;272007;-18007;2019-05-19;Comércio varejista de alimentos;2025-05-31
CNPJ_04219;268439;10347;2020-06-16;Consultoria empresarial;2025-05-31
CNPJ_04220;168770284;6478992;2009-02-28;Fabricação de papel;2025-05-31
CNPJ_04221;1106496;-35857;2020-10-21;Seguros de vida;2025-05-31
CNPJ_04222;649064;-5907;2015-03-07;Construção de barragens;2025-05-31
CNPJ_04223;198218;-4345;2019-04-22;Comércio atacadista de medicamentos;2025-05-31
CNPJ_04224;16306269;-1196772;2020-03-07;Cultivo de arroz;2025-05-31
CNPJ_04225;87119628;-8408489;2004-03-02;Cultivo de trigo;2025-05-31
CNPJ_04226;1124817;73873;2015-03-06;Comércio atacadista de calçados;2025-05-31
CNPJ_04227;2780832;-129858;2020-11-23;Telecomunicações sem fio;2025-05-31
CNPJ_04228;239758;-22385;2021-05-28;Engenharia civil;2025-05-31
CNPJ_04229;1175891;-69764;2022-08-07;Construção de rodovias;2025-05-31
CNPJ_04230;12915295;-450488;2018-09-11;Comércio atacadista de medicamentos;2025-05-31
CNPJ_04231;7028057;-617964;2012-07-25;Serviços de tecnologia da informação;2025-05-31
CNPJ_04232;79404;-5769;2021-06-08;Padaria e confeitaria;2025-05-31
CNPJ_04233;261236;-4482;2019-07-12;Extração de petróleo e gás natural;2025-05-31
CNPJ_04234;72534;7164;2019-09-12;Planos de saúde;2025-05-31
CNPJ_04235;461795;9319;2014-10-17;Atividades de bancos múltiplos;2025-05-31
CNPJ_04236;1070299;42825;2019-01-28;Comércio atacadista de calçados;2025-05-31
CNPJ_04237;21896040;1683914;2015-05-28;Transporte rodoviário de carga;2025-05-31
CNPJ_04238;291852;-3051;2023-04-07;Comércio varejista de combustíveis;2025-05-31
CNPJ_04239;238203;-5415;2022-01-12;Planos de saúde;2025-05-31
CNPJ_04240;133624;11489;2022-12-27;Correios e entregas expressas;2025-05-31
CNPJ_04241;297805;-20876;2022-03-01;Planos de saúde;2025-05-31
CNPJ_04242;73439189;2147125;2015-01-22;Comércio atacadista de calçados;2025-05-31
CNPJ_04243;74961;-420;2023-09-02;Geração de energia elétrica;2025-05-31
CNPJ_04244;334232;-24299;2015-02-19;Cultivo de arroz;2025-05-31
CNPJ_04245;217165;-25496;2019-07-26;Seguros de vida;2025-05-31
CNPJ_04246;75730;9059;2022-08-12;Serviços de tecnologia da informação;2025-05-31
CNPJ_04247;2065379;73494;2020-03-05;Comércio varejista de alimentos;2025-05-31
CNPJ_04248;243069;-18942;2019-01-28;Fabricação de automóveis;2025-05-31
CNPJ_04249;1053563;-387;2015-07-19;Obras de infraestrutura elétrica;2025-05-31
CNPJ_04250;181665;-16842;2022-06-14;Montagem industrial;2025-05-31
CNPJ_04251;21885492;2875408;2015-10-05;Atividades de bancos múltiplos;2025-05-31
CNPJ_04252;16114031;-1207794;2019-10-06;Fabricação de automóveis;2025-05-31
CNPJ_04253;2604878;-196989;2015-04-21;Consultoria empresarial;2025-05-31
CNPJ_04254;164776;-16140;2023-05-22;Administração pública;2025-05-31
CNPJ_04255;100231;6931;2022-07-02;Armazenamento geral;2025-05-31
CNPJ_04256;89628069;-8756085;2007-04-13;Defesa nacional;2025-05-31
CNPJ_04257;2531045;-145491;2015-12-30;Serviços de tecnologia da informação;2025-05-31
CNPJ_04258;12570998;-27238;2020-09-07;Construção de barragens;2025-05-31
CNPJ_04259;721671;12670;2016-04-16;Comércio atacadista de calçados;2025-05-31
CNPJ_04260;169482;6448;2023-10-03;Telecomunicações sem fio;2025-05-31
CNPJ_04261;667428;33462;2019-11-04;Correios e entregas expressas;2025-05-31
CNPJ_04262;216632;217;2021-11-09;Geração de energia elétrica;2025-05-31
CNPJ_04263;293351;-21099;2022-01-20;Fabricação de automóveis;2025-05-31
CNPJ_04264;2129212;189121;2022-10-06;Fabricação de caminhões e ônibus;2025-05-31
CNPJ_04265;1201227;49335;2014-10-06;Extração de petróleo e gás natural;2025-05-31
CNPJ_04266;1596416;-65231;2022-08-11;Obras de infraestrutura elétrica;2025-05-31
CNPJ_04267;8579966;17797;2017-11-09;Televisão aberta;2025-05-31
CNPJ_04268;98559;7874;2021-09-13;Comércio atacadista de bebidas;2025-05-31
CNPJ_04269;2635132;-119578;2022-08-12;Televisão por assinatura;2025-05-31
CNPJ_04270;1718798;14790;2019-02-27;Cultivo de trigo;2025-05-31
CNPJ_04271;2518911;-67219;2021-05-01;Administração pública;2025-05-31
CNPJ_04272;773760;75575;2022-06-05;Cultivo de soja;2025-05-31
CNPJ_04273;24518459;432842;2012-11-07;Administração pública;2025-05-31
CNPJ_04274;2900954;-91140;2017-06-07;Distribuição de energia elétrica;2025-05-31
CNPJ_04275;15473357;239938;2002-04-08;Atividades de bancos múltiplos;2025-05-31
CNPJ_04276;2907019;146944;2015-08-12;Armazenamento geral;2025-05-31
CNPJ_04277;2943325;164454;2018-10-03;Montagem industrial;2025-05-31
CNPJ_04278;18783231;1309825;2003-03-03;Fabricação de caminhões e ônibus;2025-05-31
CNPJ_04279;1092750;-49277;2016-02-26;Televisão aberta;2025-05-31
CNPJ_04280;697227;63119;2019-04-07;Saneamento básico;2025-05-31
CNPJ_04281;99482;-8962;2019-04-16;Produção de alumínio;2025-05-31
CNPJ_04282;151294987;1017654;2007-12-31;Transporte ferroviário de carga;2025-05-31
CNPJ_04283;138711;-5740;2022-04-11;Transporte ferroviário de carga;2025-05-31
CNPJ_04284;363613;-15617;2014-01-25;Televisão por assinatura;2025-05-31
CNPJ_04285;210800;-11734;2021-03-12;Hotéis e pousadas;2025-05-31
CNPJ_04286;29506324;2403240;2003-08-28;Comércio varejista de combustíveis;2025-05-31
CNPJ_04287;1771555;-128563;2019-01-17;Fabricação de produtos químicos;2025-05-31
CNPJ_04288;985911;-72525;2021-03-05;Seguros de vida;2025-05-31
CNPJ_04289;46856028;-2549791;2008-06-08;Padaria e confeitaria;2025-05-31
CNPJ_04290;1348852;-44225;2020-12-12;Cultivo de arroz;2025-05-31
CNPJ_04291;48735132;1776804;2000-09-06;Planos de saúde;2025-05-31
CNPJ_04292;801066;28784;2019-07-07;Restaurantes e similares;2025-05-31
CNPJ_04293;1671451;-4574;2021-11-25;Transporte rodoviário de carga;2025-05-31
CNPJ_04294;26587773;3398698;2015-09-13;Fabricação de automóveis;2025-05-31
CNPJ_04295;1597740;130106;2022-12-25;Obras de infraestrutura elétrica;2025-05-31
CNPJ_04296;292462;1305;2023-03-07;Armazenamento geral;2025-05-31
CNPJ_04297;753580;33402;2018-03-12;Comércio atacadista de medicamentos;2025-05-31
CNPJ_04298;1322866;50790;2014-06-08;Televisão por assinatura;2025-05-31
CNPJ_04299;18203386;-1535879;2000-09-01;Consultoria empresarial;2025-05-31
CNPJ_04300;96426;-3315;2021-03-11;Comércio atacadista de bebidas;2025-05-31
CNPJ_04301;1645847;-21868;2015-01-20;Extração de petróleo e gás natural;2025-05-31
CNPJ_04302;81795;-2012;2023-09-05;Restaurantes e similares;2025-05-31
CNPJ_04303;202824;12271;2023-03-18;Fabricação de caminhões e ônibus;2025-05-31
CNPJ_04304;82541;-5959;2022-10-18;Montagem industrial;2025-05-31
CNPJ_04305;100063;1334;2019-03-29;Correios e entregas expressas;2025-05-31
CNPJ_04306;1032070;-38162;2021-07-13;Extração de petróleo e gás natural;2025-05-31
CNPJ_04307;114981594;11488060;2007-10-09;Educação superior;2025-05-31
CNPJ_04308;1075789;4507;2017-01-03;Extração de minério de ferro;2025-05-31
CNPJ_04309;2286854;-144428;2014-10-07;Administração pública;2025-05-31
CNPJ_04310;28033067;225289;2005-08-22;Produção cinematográfica;2025-05-31
CNPJ_04311;490431;3556;2019-07-15;Planos de saúde;2025-05-31
CNPJ_04312;319060;-12068;2018-10-25;Produção de ferro-gusa;2025-05-31
CNPJ_04313;2818739;151639;2018-03-14;Fabricação de automóveis;2025-05-31
CNPJ_04314;120053;-5394;2023-07-30;Defesa nacional;2025-05-31
CNPJ_04315;2760342;-58614;2015-06-30;Comércio varejista de alimentos;2025-05-31
CNPJ_04316;891645;18768;2021-07-17;Produção de alumínio;2025-05-31
CNPJ_04317;267296;-24158;2023-12-31;Produção de ferro-gusa;2025-05-31
CNPJ_04318;203791;5082;2023-12-14;Produção de alumínio;2025-05-31
CNPJ_04319;463477;-19459;2022-08-23;Atividades de bancos múltiplos;2025-05-31
CNPJ_04320;1254025;-77560;2020-08-19;Transporte ferroviário de carga;2025-05-31
CNPJ_04321;11358323;1088409;2005-01-13;Produção de alumínio;2025-05-31
CNPJ_04322;2719281;-116012;2018-08-05;Produção de alumínio;2025-05-31
CNPJ_04323;237450;21833;2019-11-06;Educação superior;2025-05-31
CNPJ_04324;1631466;145422;2015-10-10;Montagem industrial;2025-05-31
CNPJ_04325;1991380;-144231;2017-12-09;Restaurantes e similares;2025-05-31
CNPJ_04326;255204;12832;2020-10-17;Fabricação de papel;2025-05-31
CNPJ_04327;96745;-6129;2023-02-11;Armazenamento geral;2025-05-31
CNPJ_04328;2492160;117070;2020-09-15;Educação superior;2025-05-31
CNPJ_04329;1450114;11838;2021-05-29;Produção de ferro-gusa;2025-05-31
CNPJ_04330;13581572;1306395;2018-02-27;Defesa nacional;2025-05-31
CNPJ_04331;244136;15891;2023-07-23;Obras de infraestrutura elétrica;2025-05-31
CNPJ_04332;18030349;-1288502;2005-08-31;Comércio varejista de combustíveis;2025-05-31
CNPJ_04333;9023099;460127;2016-07-28;Cultivo de arroz;2025-05-31
CNPJ_04334;1126601;83681;2019-04-17;Construção de edifícios;2025-05-31
CNPJ_04335;271285;-15829;2022-03-25;Educação superior;2025-05-31
CNPJ_04336;129811;-4883;2019-03-14;Extração de petróleo e gás natural;2025-05-31
CNPJ_04337;200037;-10081;2021-08-22;Telecomunicações sem fio;2025-05-31
CNPJ_04338;26111443;-498353;2009-08-18;Serviços de tecnologia da informação;2025-05-31
CNPJ_04339;1495108;-39491;2022-03-26;Defesa nacional;2025-05-31
CNPJ_04340;35921528;371919;2014-01-31;Atividades de bancos múltiplos;2025-05-31
CNPJ_04341;1556379;-127655;2020-07-23;Comércio atacadista de tecidos;2025-05-31
CNPJ_04342;1745033;-19869;2014-01-17;Fabricação de automóveis;2025-05-31
CNPJ_04343;202650;-2918;2021-03-06;Construção de rodovias;2025-05-31
CNPJ_04344;199191151;8549000;2001-01-20;Administração pública;2025-05-31
CNPJ_04345;880173;9949;2017-12-20;Atividades hospitalares;2025-05-31
CNPJ_04346;1509288;-21927;2019-08-30;Televisão aberta;2025-05-31
CNPJ_04347;1887024;219845;2018-01-27;Televisão aberta;2025-05-31
